,Unnamed: 0,CM_candidates,L1,L2
145,145,"లేదు, లేదమ్మా తప్పనిసరిగా minimum 2 నుంచి 4 వారలు tabletsలతో సహా creams వాడు వాడుకుంటేనే తగ్గుతుంది.","లేదు, లేదమ్మా తప్పనిసరిగా కనీసం 2 నుంచి 4 వారాలు మాత్రలతో సహా క్రీమ్‌లు వాడుకుంటేనే తగ్గుతుంది.","No, Ledamma must reduce by using creams along with pills for at least 2 to 4 weeks."
146,146,బాబు soap towel anni separateగా ఉంచుకోండి,బాబు సోప్ టవల్ అన్నీ విడిగా ఉంచుకోండి,Keep all Babu soap towel separately
147,147,separateగా wash చేసుకోండి.,వేరుగా కడగండి.,Wash separately.
148,148,"దానికి clean చేసుకొని, candid powder వాడితే తగ్గుతుంది.","దానికి శుభ్రంగ చేసుకొని, దాపరికం పొడి వాడితే తగ్గుతుంది.","If you clean it and use frankincense powder, it will decrease."
149,149,ring worm మాదిరి ఏమైనా ring lesions ఉన్నాయా ఇట్ల?,రింగ్ వార్మ్ మాదిరి ఏమైనా రింగ్ గాయాలుఉన్నాయా ఇట్ల?,Are there any ring lesions such as ringworm?
150,150,"అవన్నీ ఏం లేవు sir, water మాదిరి వస్తది.","అవన్నీ ఏం లేవు సార్, నీళ్ల మాదిరి వస్తది.","All that is not there sir, water sample will come."
151,151,"అది clean చేయకపోతే, ఒక 1 day తర్వాత, నములుకుంటుంది.","అది శుభ్రం చేయకపోతే, ఒక 1 రోజు తర్వాత, నములుతుంది.","If it is not cleaned, after 1 day, it will be chewed."
152,152,candid powder వాడరా? candid D అలాంటి creams ఏమైనా వాడరా?,దాపరికం పొడి వాడరా? కాండీడ్ D అలాంటి క్రీములు ఏమైనా వాడరా?,Do you use cinnamon powder? Does Candid D use any creams like that?
153,153,మీకు thyroid అలాంటివి ఏమైనా problems ఉన్నాయా?,మీకు థైరాయిడ్ అలాంటివి ఏమైనా సమస్యలు ఉన్నాయా?,Do you have any problems like thyroid?
154,154,కొందరికి secretions ఎక్కువ వస్తూ ఉంటాయి.,కొందరికి స్రావాలు ఎక్కువగా వస్తూ ఉంటాయి.,Some have heavy discharge.
155,155,అది frictionను కొద్దిగా తగ్గించటానికి అట్ల very rareగా అట్ల తేమ వచ్చినప్పుడు flexural psoriasis అంటాము దాన్ని.,అది రాపిడిను కొద్దిగా తగ్గించటానికి అట్ల చాలా అరుదుగా అట్ల తేమ వచ్చినప్పుడు ఫ్లెక్సురల్ సోరియాసిస్ అంటాము దాన్ని.,It is called Flexural Psoriasis when there is very little moisture to reduce the friction.
156,156,ఇది మన hip back side ఉంటది కదా కుర్చొనే దెగ్గర,ఇది మన హిప్ బ్యాక్ సైడ్ ఉంటది కదా కూర్చోనే దెగ్గర,It is on the back side of our hip where we sit
157,157,అయితే అక్కడ నేను అప్పుడు దెగ్గరలో doctorను చూపిస్తే fungal infection అని చెప్పి చిన్న ointment ఇచ్చినారు,అయితే అక్కడ నేను అప్పుడు దెగ్గరలో డాక్టర్ను చూపిస్తే ఫంగల్ ఇన్ఫెక్షన్ అని చెప్పి చిన్న ఆయింట్మెంట్ ఇచ్చారు,"However, if I went to see a doctor there, they said it was a fungal infection and gave me a small ointment"
158,158,"అయితే అది july ఉంటదా sir, ointment?","అయితే అది జూలై ఉంటాదా సార్, లేపనం?","But will it be July, sir, ointment?"
159,159,"ప్పుడు external ointments అనే 99 percent avoid చేయండి, అదేం use ఉండదు.","ప్పుడు బాహ్య లేపనాలు అంటే 99 శాతం నివారించండి, అదేం ఉపయోగం ఉండదు.","Avoid 99% of external ointments, they are useless."
160,160,"externalగా మీరు చేయాల్సింది ఏంటి అంటే, neatness, hygenic condition, dryness ఇది maintain చేయాలి","బాహ్యంగా మీరు చేయవలసింది ఏంటి అంటే, చక్కదనం, పరిశుభ్రమైన పరిస్థితి, పొడిబారడం ఇది నిర్వహించాలి","Externally what you need to do is maintain neatness, clean condition, dryness"
161,161,sir నా age 69 years sir నాది,సర్ నా వయసు 69 సంవత్సరాలు సార్ నాది,Sir I am 69 years old sir
