L1,L2,CM_candidates,Rating-1,Rating-2
అవినాష్‌తో పాటు కృష్ణా జిల్లాకు చెందిన టిడిపి సీనియర్‌ నేత కడియాల బుచ్చిబాబు కూడా రాజీనామా చేసారు .,"Along with him , a senior leader from Krishna district Kadiyala Buchibabu also resigned from the TDP .",పాటు కృష్ణా జిల్లాకు చెందిన టిడిపి senior leader కడియాల బుచ్చిబాబు కూడా రాజీనామా చేసారు .,5,5
విచార‌ణ సంద‌ర్భంగా అత‌ను చెప్పిన కార‌ణాలు పోలీసుల‌కు సైతం నివ్వెర‌ప‌రిచేలా చేశాయి .,He also revealed the reason for that during the police investigation .,investigation సంద‌ర్భంగా అత‌ను చెప్పిన కార‌ణాలు పోలీసుల‌కు సైతం నివ్వెర‌ప‌రిచేలా చేశాయి .,4,4
ఏ ఉద్దేశ్యంతో అంతకుముందు బీజేపీ జాతీయ అధ్యక్షులు అమిత్ షాతో భేటీ అయ్యారని ప్రశ్నించారు .,He had earlier met BJP president Amit Shah .,had earlier BJP అధ్యక్షులు అమిత్ Shah భేటీ అయ్యారని ప్రశ్నించారు .,2,1
దీంతో ప్రయాణికులు తీవ్ర ఇబ్బందులెదుర్కొనవలసి వస్తోంది .,"As a result , passengers are facing hardship .",దీంతో ప్రయాణికులు facing ఇబ్బందులెదుర్కొనవలసి వస్తోంది .,3,1
మొదటి శతాబ్దపు క్రైస్తవులు ఏ బాధ్యతను నిర్వర్తించడంలో భాగం వహించారు ?,What responsibility did all first - century Christians share ?,What responsibility did all మొదటి - century share,3,1
కాగా ఓలీ రెండవసారి ప్రధానిగా ఎన్నికైన తర్వాత భారత్‌కు రావడం ఇదే ప్రథమం .,This was the first bilateral visit of Oli to India after taking over as Nepals PM for the second time .,This was the ఇదే ప్రథమం bilateral visit of Oli,1,1
ఇది భారీ సంస్థలకు మరియు చిన్న కార్ఖానాలు రెండు కోసం ఖచ్చితంగా ఉంది .,Its true for the small and big businesses .,ఉంది big సంస్థలకు మరియు small కోసం ఖచ్చితంగా ఉంది,3,1
త‌డు ప్ర‌పంచ అత్యుత్త‌మ పేస‌ర్ అని పేర్కొన్నాడు .,He's the world's greatest player .,త‌డు ప్ర‌పంచ అత్యుత్త‌మ పేస‌ర్ అని greatest,1,1
ఈ సమస్య మాత్రమే ఆచరణీయ పరిష్కారం అని అవుతుంది .,This is the only feasible solution .,ఈ only ఆచరణీయ solution అని అవుతుంది .,4,1
ఆ చిత్రం మంచి విజయాన్ని అందించింది,The film turned out to be a massive hit,ఆ చిత్రం to be,1,1
కానీ అంతకు ముందే రెండు పిల్లల్ని కాటేయడంతో అవి చనిపోయాయి .,"However , two of them died after birth .",However అంతకు ముందే two పిల్లల్ని కాటేయడంతో అవి చనిపోయాయి .,4,5
"మళయాల సూపర్ స్టార్ మోహన్ లాల్ ఓ ప్రధాన పాత్రలో నటించిన ఈ సినిమాలో సమంత , నిత్యా మీనన్‌లు హీరోయిన్లుగా నటించారు .",Samantha and Nithya Menon are the female leads while Malayalam superstar Mohan Lal is playing an important role .,Samantha and Nithya Menon are the female leads while మళయాల superstar మోహన్ లాల్,2,1
ఇంతకు మించి ఏ సమాచారం అందుబాటులో లేదు .,No other information is available at this time .,ఇంతకు other ఏ సమాచారం available లేదు .,5,1
"తెలంగాణ ముసాయిదా బిల్లును వెంటనే సభలో ప్రవేశ పెట్టాలని , చర్చకు అనుమతించాలని కోరారు .",MlAs from Telangana want that the draft bill be tabled in the House immediately for a discussion .,Telangana ముసాయిదా bill వెంటనే సభలో ప్రవేశ MlAs చర్చకు అనుమతించాలని కోరారు .,5,1
"డిఎంకె పార్టీ ప్రతిపక్షనేత , కోశాధికారిగా స్టాలిన్ కొనసాగనున్నారు .","Stalin , the DMK working president and leader of the Opposition .","Stalin , the DMK working కోశాధికారిగా",3,1
పెద్ద కొడుకు చిన్నతనంలోనే జబ్బు చేసి మరణించాడు .,One son died very young .,పెద్ద కొడుకు died very young .,5,5
అమరావతి: ఏపీ ప్రభుత్వం శనివారం కీలక నిర్ణయం తీసుకుంది,Amaravati: The Andhra Pradesh government has taken another crucial decision,అమరావతి: ఏపీ ప్రభుత్వం has,1,4
చిరంజీవి పుట్టిన రోజు సందర్భంగా ట్రైలర్‌ను విడుదల చేయాలని చిత్ర బృందం యోచిస్తోంది .,The team is planning to release a teaser of the movie on the occasion of Chiranjeevi's birthday .,Chiranjeevi పుట్టిన రోజు సందర్భంగా teaser విడుదల చేయాలని చిత్ర team యోచిస్తోంది birthday,4,1
